year,country of asylum,country of origin,population type,begin year total,end year total
2015,BRA,CUB,REF,135,143
2015,BRA,CVI,REF,*,*
2015,BRA,DOM,REF,*,*
2015,BRA,ECU,REF,57,57
2015,BRA,ERT,REF,25,25
2015,BRA,ETH,REF,20,20
2015,BRA,GAM,REF,*,6
2015,BRA,GAZ,REF,314,384
2015,BRA,GEO,REF,10,10
2015,BRA,GHA,REF,12,18
2015,BRA,GNB,REF,12,14
2015,BRA,GUI,REF,33,53
2015,BRA,HAI,REF,*,*
2015,BRA,HRV,REF,5,5
2015,BRA,HUN,REF,*,*
2015,BRA,ICO,REF,35,44
2015,BRA,IND,REF,*,*
2015,BRA,IRN,REF,43,52
2015,BRA,IRQ,REF,233,261
2015,BRA,JOR,REF,*,*
2015,BRA,KUW,REF,*,*
2015,BRA,LBR,REF,258,258
2015,BRA,LBY,REF,*,*
2015,BRA,LEB,REF,394,399
2015,BRA,LKA,REF,18,18
2015,BRA,MAU,REF,*,*
2015,BRA,MCD,REF,6,6
2015,BRA,MEX,REF,,5
2015,BRA,MLI,REF,65,67
2015,BRA,MOR,REF,5,5
2015,BRA,MOZ,REF,*,*
2015,BRA,NEP,REF,*,5
2015,BRA,NIC,REF,*,*
2015,BRA,NIG,REF,89,100
2015,BRA,PAK,REF,68,133
2015,BRA,PAR,REF,7,7
2015,BRA,PER,REF,45,45
2015,BRA,PHI,REF,*,*
2015,BRA,POL,REF,*,*
2015,BRA,ROM,REF,*,*
2015,BRA,RSA,REF,*,*
2015,BRA,RUS,REF,9,9
2015,BRA,RWA,REF,18,18
2015,BRA,SAL,REF,6,7
2015,BRA,SEN,REF,7,9
2015,BRA,SLE,REF,137,139
2015,BRA,SOM,REF,45,45
2015,BRA,SRB,REF,92,92
2015,BRA,SRV,REF,*,*
2015,BRA,STA,REF,8,10
2015,BRA,SUD,REF,48,58
2015,BRA,SVN,REF,*,*
2015,BRA,SYR,REF,1739,2271
2015,BRA,TAN,REF,5,5
2015,BRA,TOG,REF,8,17
2015,BRA,UGA,REF,*,*
2015,BRA,UKR,REF,*,*
2015,BRA,URU,REF,*,*
2015,BRA,USA,REF,*,*
2015,BRA,VEN,REF,14,17
2015,BRA,ZIM,REF,*,*
2015,BSN,ALG,REF,*,*
2015,BSN,CMR,REF,*,*
2015,BSN,ERT,REF,0,0
2015,BSN,GAZ,REF,5,5
2015,BSN,HRV,REF,6703,6679
2015,BSN,IRQ,REF,*,*
2015,BSN,LKA,REF,*,0
2015,BSN,MCD,REF,*,5
2015,BSN,MDA,REF,*,*
2015,BSN,MNE,REF,*,*
2015,BSN,MYA,REF,*,0
2015,BSN,SAU,REF,*,*
2015,BSN,SOM,REF,*,0
2015,BSN,SRB,REF,140,86
2015,BSN,SYR,REF,25,14
2015,BUL,AFG,REF,212,197
2015,BUL,ALB,REF,0,
2015,BUL,ALG,REF,*,*
2015,BUL,ANG,REF,0,
2015,BUL,ARE,REF,14,8
2015,BUL,ARM,REF,25,25
2015,BUL,AZE,REF,*,*
2015,BUL,BDI,REF,*,*
2015,BUL,BEN,REF,0,
2015,BUL,BGD,REF,8,7
2015,BUL,BLR,REF,*,*
2015,BUL,CMR,REF,0,
2015,BUL,COB,REF,7,7
2015,BUL,COD,REF,*,*
2015,BUL,CUB,REF,*,*
2015,BUL,ERT,REF,5,5
2015,BUL,ETH,REF,12,12
2015,BUL,GAM,REF,,*
2015,BUL,GAZ,REF,*,*
2015,BUL,GEO,REF,*,*
2015,BUL,GUI,REF,*,*
2015,BUL,ICO,REF,*,*
2015,BUL,IND,REF,*,*
2015,BUL,IRN,REF,73,72
2015,BUL,IRQ,REF,1207,1339
2015,BUL,JOR,REF,6,7
2015,BUL,LBR,REF,0,
2015,BUL,LBY,REF,*,*
2015,BUL,LEB,REF,17,18
2015,BUL,LKA,REF,*,*
2015,BUL,MLI,REF,*,*
2015,BUL,MOR,REF,*,*
2015,BUL,NEP,REF,*,*
2015,BUL,NIG,REF,0,
2015,BUL,PAK,REF,6,7
2015,BUL,RUS,REF,0,
2015,BUL,RWA,REF,*,*
2015,BUL,SIN,REF,,
2015,BUL,SOM,REF,56,46
2015,BUL,SRB,REF,*,*
2015,BUL,STA,REF,821,913
2015,BUL,SUD,REF,20,20
2015,BUL,SYR,REF,8501,13819
2015,BUL,TAN,REF,*,*
2015,BUL,TUN,REF,*,*
2015,BUL,TUR,REF,16,11
2015,BUL,UAE,REF,*,*
2015,BUL,UGA,REF,*,*
2015,BUL,UKR,REF,,
2015,BUL,ZAM,REF,*,*
2015,BUL,ZIM,REF,*,*
2015,BVI,LKA,REF,,
2015,BZE,CUB,REF,0,0
2015,BZE,HON,REF,,*
2015,BZE,NEP,REF,0,0
2015,BZE,SAL,REF,10,34
2015,CAM,COD,REF,*,*
2015,CAM,IRN,REF,,*
2015,CAM,LKA,REF,5,5
2015,CAM,MYA,REF,21,19
2015,CAM,PAK,REF,*,*
2015,CAM,SOM,REF,*,*
2015,CAM,SRV,REF,33,45
2015,CAM,SUD,REF,*,*
2015,CAM,THA,REF,0,0
2015,CAN,AFG,REF,2704,2890
2015,CAN,ALB,REF,1530,1243
2015,CAN,ALG,REF,346,355
2015,CAN,ANG,REF,445,226
2015,CAN,ANT,REF,48,51
2015,CAN,ARE,REF,684,352
2015,CAN,ARG,REF,191,85
2015,CAN,ARM,REF,189,180
2015,CAN,AUL,REF,6,6
2015,CAN,AUS,REF,,
2015,CAN,AZE,REF,455,291
2015,CAN,BAH,REF,10,15
2015,CAN,BAR,REF,82,95
2015,CAN,BDI,REF,2114,2074
2015,CAN,BEL,REF,16,16
2015,CAN,BEN,REF,50,46
2015,CAN,BGD,REF,1483,1112
2015,CAN,BHS,REF,26,31
2015,CAN,BHU,REF,22,22
2015,CAN,BKF,REF,136,124
2015,CAN,BLR,REF,227,182
2015,CAN,BOL,REF,126,105
2015,CAN,BOT,REF,218,284
2015,CAN,BRA,REF,172,124
2015,CAN,BRU,REF,,
2015,CAN,BSN,REF,83,64
2015,CAN,BUL,REF,668,432
2015,CAN,BZE,REF,9,10
2015,CAN,CAM,REF,162,153
2015,CAN,CAR,REF,67,53
2015,CAN,CHD,REF,474,415
2015,CAN,CHI,REF,13231,11415
2015,CAN,CHL,REF,124,102
2015,CAN,CMR,REF,985,1103
2015,CAN,COB,REF,229,201
2015,CAN,COD,REF,3544,3316
2015,CAN,COI,REF,*,*
2015,CAN,COL,REF,16428,13666
2015,CAN,COS,REF,229,190
2015,CAN,CUB,REF,1618,1512
2015,CAN,CYP,REF,*,
2015,CAN,CZE,REF,254,259
2015,CAN,DEN,REF,6,6
2015,CAN,DJB,REF,310,350
2015,CAN,DMA,REF,23,18
2015,CAN,DOM,REF,169,172
2015,CAN,ECU,REF,208,176
2015,CAN,EGU,REF,11,8
2015,CAN,ERT,REF,1750,1811
2015,CAN,EST,REF,15,10
2015,CAN,ETH,REF,2155,2047
2015,CAN,FIJ,REF,157,127
2015,CAN,FIN,REF,*,*
2015,CAN,FRA,REF,36,42
2015,CAN,GAB,REF,56,47
2015,CAN,GAM,REF,78,82
2015,CAN,GAZ,REF,634,534
2015,CAN,GBR,REF,63,60
2015,CAN,GEO,REF,474,449
2015,CAN,GFR,REF,87,81
2015,CAN,GHA,REF,352,301
2015,CAN,GNB,REF,18,15
2015,CAN,GRE,REF,24,24
2015,CAN,GRN,REF,294,239
2015,CAN,GUA,REF,907,935
2015,CAN,GUI,REF,700,648
2015,CAN,GUY,REF,563,391
2015,CAN,HAI,REF,8422,8807
2015,CAN,HKG,REF,20,28
2015,CAN,HON,REF,808,889
2015,CAN,HRV,REF,88,96
2015,CAN,HUN,REF,828,973
2015,CAN,ICO,REF,431,398
2015,CAN,IND,REF,4292,3712
2015,CAN,INS,REF,336,308
2015,CAN,IRE,REF,7,*
2015,CAN,IRN,REF,2834,2639
2015,CAN,IRQ,REF,1643,1892
2015,CAN,ISR,REF,628,494
2015,CAN,ITA,REF,16,18
2015,CAN,JAM,REF,733,813
2015,CAN,JOR,REF,402,383
2015,CAN,JPN,REF,23,23
2015,CAN,KAZ,REF,135,114
2015,CAN,KEN,REF,937,815
2015,CAN,KGZ,REF,96,82
2015,CAN,KIR,REF,*,*
2015,CAN,KOR,REF,239,174
2015,CAN,KRN,REF,126,300
2015,CAN,KUW,REF,38,38
2015,CAN,LAO,REF,*,5
2015,CAN,LBR,REF,153,139
2015,CAN,LBY,REF,243,230
2015,CAN,LCA,REF,906,992
2015,CAN,LEB,REF,1024,867
2015,CAN,LES,REF,6,6
2015,CAN,LKA,REF,10745,8807
2015,CAN,LTU,REF,91,62
2015,CAN,LVA,REF,68,62
2015,CAN,MAD,REF,16,16
2015,CAN,MAU,REF,265,287
2015,CAN,MCD,REF,100,92
2015,CAN,MDA,REF,195,179
2015,CAN,MDV,REF,*,*
2015,CAN,MEX,REF,6762,6414
2015,CAN,MLI,REF,73,74
2015,CAN,MLS,REF,149,91
2015,CAN,MLW,REF,31,29
2015,CAN,MNE,REF,19,21
2015,CAN,MNG,REF,130,131
2015,CAN,MOR,REF,168,167
2015,CAN,MOZ,REF,6,6
2015,CAN,MTA,REF,*,
2015,CAN,MTS,REF,*,*
2015,CAN,MYA,REF,264,223
2015,CAN,NAM,REF,207,282
2015,CAN,NEP,REF,1223,1304
2015,CAN,NET,REF,38,44
2015,CAN,NGR,REF,84,85
2015,CAN,NIC,REF,141,142
2015,CAN,NIG,REF,4683,4502
2015,CAN,NOR,REF,*,*
2015,CAN,NZL,REF,*,*
2015,CAN,OMN,REF,14,13
2015,CAN,PAK,REF,8613,7207
2015,CAN,PAN,REF,40,39
2015,CAN,PAR,REF,43,42
2015,CAN,PER,REF,1505,1080
2015,CAN,PHI,REF,301,277
2015,CAN,PNG,REF,0,
2015,CAN,POL,REF,259,175
2015,CAN,POR,REF,10,9
2015,CAN,QAT,REF,8,6
2015,CAN,ROM,REF,460,334
2015,CAN,RSA,REF,51,52
2015,CAN,RUS,REF,1315,1178
2015,CAN,RWA,REF,1647,1620
2015,CAN,SAL,REF,1301,1403
2015,CAN,SAU,REF,119,101
2015,CAN,SEN,REF,216,241
2015,CAN,SEY,REF,10,9
2015,CAN,SIN,REF,29,27
2015,CAN,SLE,REF,158,121
2015,CAN,SMA,REF,*,*
2015,CAN,SOL,REF,39,39
2015,CAN,SOM,REF,2821,2531
2015,CAN,SPA,REF,22,25
2015,CAN,SRB,REF,429,398
2015,CAN,SRV,REF,126,114
2015,CAN,SSD,REF,0,
2015,CAN,STA,REF,1583,1503
2015,CAN,STK,REF,15,20
2015,CAN,SUD,REF,671,509
2015,CAN,SUR,REF,8,8
2015,CAN,SVK,REF,39,63
2015,CAN,SVN,REF,9,9
2015,CAN,SWA,REF,101,134
2015,CAN,SWE,REF,*,*
2015,CAN,SWI,REF,11,11
2015,CAN,SYR,REF,705,1513
2015,CAN,TAN,REF,320,257
2015,CAN,THA,REF,36,33
2015,CAN,TIB,REF,58,58
2015,CAN,TJK,REF,59,53
2015,CAN,TKM,REF,22,18
2015,CAN,TOG,REF,224,188
2015,CAN,TRT,REF,264,243
2015,CAN,TUN,REF,199,199
2015,CAN,TUR,REF,2863,1991
2015,CAN,UAE,REF,31,29
2015,CAN,UGA,REF,804,713
2015,CAN,UKR,REF,1468,1314
2015,CAN,URU,REF,106,73
2015,CAN,USA,REF,4687,4576
2015,CAN,UZB,REF,271,271
2015,CAN,VAR,REF,59,272
2015,CAN,VCT,REF,1723,1778
2015,CAN,VEN,REF,849,729
2015,CAN,YEM,REF,239,215
2015,CAN,ZAM,REF,60,48
2015,CAN,ZIM,REF,2767,2368
2015,CAR,ANG,REF,15,15
2015,CAR,BDI,REF,26,26
2015,CAR,BKF,REF,7,7
2015,CAR,CHD,REF,207,237
2015,CAR,CMR,REF,*,*
2015,CAR,COB,REF,10,10
2015,CAR,COD,REF,5342,4798
2015,CAR,GUI,REF,0,5
2015,CAR,ICO,REF,14,14
2015,CAR,LBR,REF,9,10
2015,CAR,NGR,REF,0,0
2015,CAR,RWA,REF,177,173
2015,CAR,SLE,REF,0,0
2015,CAR,SSD,REF,,40
2015,CAR,SUD,REF,1880,1987
2015,CAR,TAN,REF,*,*
2015,CAR,UGA,REF,*,*
2015,CAY,AFG,REF,*,*
2015,CAY,CUB,REF,*,5
2015,CAY,MEX,REF,*,*
2015,CAY,SYR,REF,,*
2015,CHD,AFG,REF,*,0
2015,CHD,ALG,REF,,0
2015,CHD,ARE,REF,*,*
2015,CHD,BEN,REF,,*
2015,CHD,CAR,REF,91783,63397
2015,CHD,CMR,REF,5,8
2015,CHD,COB,REF,11,11
2015,CHD,COD,REF,337,185
2015,CHD,ERT,REF,38,39
2015,CHD,ETH,REF,6,5
2015,CHD,GHA,REF,0,0
2015,CHD,GUI,REF,*,*
2015,CHD,ICO,REF,7,7
2015,CHD,IRN,REF,*,*
2015,CHD,LBR,REF,*,*
2015,CHD,LBY,REF,0,0
2015,CHD,MLI,REF,*,*
2015,CHD,NGR,REF,*,401
2015,CHD,NIG,REF,2930,5689
2015,CHD,RWA,REF,22,13
2015,CHD,SOM,REF,12,12
2015,CHD,SSD,REF,*,*
2015,CHD,SUD,REF,357711,299750
2015,CHD,SYR,REF,15,6
2015,CHD,TOG,REF,*,*
2015,CHD,YEM,REF,*,*
2015,CHI,AFG,REF,7,7
2015,CHI,CMR,REF,,*
2015,CHI,COD,REF,,*
2015,CHI,ERT,REF,*,0
2015,CHI,GAM,REF,,0
2015,CHI,GAZ,REF,5,5
2015,CHI,IRN,REF,0,0
2015,CHI,IRQ,REF,7,*
2015,CHI,NIG,REF,,0
2015,CHI,PAK,REF,7,*
2015,CHI,RWA,REF,0,0
2015,CHI,SAU,REF,,*
2015,CHI,SOM,REF,120,117
2015,CHI,SRV,REF,300896,300896
2015,CHI,SYR,REF,5,14
2015,CHI,UGA,REF,,*
2015,CHI,YEM,REF,,*
2015,CHI,ZIM,REF,*,0
2015,CHL,AFG,REF,14,14
2015,CHL,ARG,REF,*,*
2015,CHL,BOL,REF,*,*
2015,CHL,CMR,REF,*,*
2015,CHL,COB,REF,8,8
2015,CHL,COD,REF,5,9
2015,CHL,COL,REF,996,1054
2015,CHL,COS,REF,*,*
2015,CHL,CUB,REF,18,19
2015,CHL,ECU,REF,18,18
2015,CHL,GAZ,REF,119,119
2015,CHL,HAI,REF,*,*
2015,CHL,IRQ,REF,*,*
2015,CHL,ISR,REF,*,*
2015,CHL,KEN,REF,*,*
2015,CHL,LKA,REF,6,6
2015,CHL,NIG,REF,*,*
2015,CHL,PER,REF,118,118
2015,CHL,RUS,REF,*,*
2015,CHL,SAL,REF,*,6
2015,CHL,SEN,REF,,*
2015,CHL,SOM,REF,*,*
2015,CHL,SYR,REF,6,13
2015,CHL,UKR,REF,*,*
2015,CHL,VAR,REF,441,441
2015,CMR,ALG,REF,*,*
2015,CMR,ANG,REF,12,12
2015,CMR,BDI,REF,67,61
2015,CMR,BKF,REF,*,*
2015,CMR,CAM,REF,5,*
2015,CMR,CAR,REF-like,1254,0
2015,CMR,CAR,REF,219448,267463
2015,CMR,CHD,REF,1738,1798
2015,CMR,COB,REF,62,58
2015,CMR,COD,REF,472,512
2015,CMR,EGU,REF,10,5
2015,CMR,ERT,REF,*,*
2015,CMR,GAB,REF,*,*
2015,CMR,GHA,REF,*,*
2015,CMR,GUI,REF,13,13
2015,CMR,ICO,REF,112,121
2015,CMR,IRN,REF,*,*
2015,CMR,LBR,REF,10,14
2015,CMR,MAU,REF,*,5
2015,CMR,MLI,REF,*,*
2015,CMR,MOR,REF,*,*
2015,CMR,NIG,REF-like,36383,15852
2015,CMR,NIG,REF,3585,55988
2015,CMR,RWA,REF,825,858
2015,CMR,SEN,REF,0,0
2015,CMR,SOM,REF,0,0
2015,CMR,SSD,REF,9,17
2015,CMR,SUD,REF,86,145
2015,CMR,SWA,REF,*,*
2015,CMR,SYR,REF,*,15
2015,CMR,TOG,REF,11,13
2015,CMR,UGA,REF,*,*
2015,COB,ANG,REF,467,303
2015,COB,BDI,REF,96,89
2015,COB,CAR,REF,21695,23664
2015,COB,CHD,REF,45,36
2015,COB,CMR,REF,*,*
2015,COB,COD,REF,23376,12267
2015,COB,ICO,REF,6,*
2015,COB,IRN,REF,*,0
2015,COB,LBR,REF,*,*
2015,COB,LKA,REF,0,0
2015,COB,MAU,REF,7,*
2015,COB,MLI,REF,*,*
2015,COB,NIG,REF,*,5
2015,COB,RWA,REF,9104,8549
2015,COB,SLE,REF,*,*
2015,COB,SUD,REF,31,24
2015,COB,SYR,REF,,*
2015,COB,TOG,REF,*,0
2015,COB,UGA,REF,*,*
2015,COD,ANG,REF,558,561
2015,COD,BDI,REF,9259,23163
2015,COD,CAR,REF,68165,107929
2015,COD,CHD,REF,*,*
2015,COD,CMR,REF,7,*
2015,COD,COB,REF,671,699
2015,COD,ERT,REF,0,0
2015,COD,ETH,REF,*,*
2015,COD,GUI,REF,8,*
2015,COD,ICO,REF,9,9
2015,COD,KEN,REF,,0
2015,COD,LBR,REF,8,8
2015,COD,RWA,REF,38028,245052
2015,COD,SLE,REF,*,*
2015,COD,SOM,REF,31,34
2015,COD,SSD,REF,1790,5597
2015,COD,SUD,REF,0,0
2015,COD,SYR,REF,,7
2015,COD,UGA,REF,1213,26
2015,COL,AFG,REF,*,*
2015,COL,ANG,REF,*,*
2015,COL,BEN,REF,*,*
2015,COL,BOL,REF,*,*
2015,COL,CHI,REF,*,*
2015,COL,COB,REF,*,*
2015,COL,COD,REF,0,0
2015,COL,CUB,REF,62,62
2015,COL,DOM,REF,0,0
2015,COL,ECU,REF,9,9
2015,COL,ERT,REF,*,*
2015,COL,ETH,REF,16,17
2015,COL,GAZ,REF,*,*
2015,COL,GHA,REF,*,*
2015,COL,HAI,REF,*,*
2015,COL,HUN,REF,7,7
2015,COL,IRN,REF,*,*
2015,COL,IRQ,REF,*,*
2015,COL,LBR,REF,*,*
2015,COL,LKA,REF,*,*
2015,COL,MAU,REF,*,*
2015,COL,NEP,REF,*,*
2015,COL,NIC,REF,14,14
2015,COL,PAK,REF,*,*
2015,COL,PER,REF,6,*
2015,COL,ROM,REF,7,7
2015,COL,RUS,REF,0,0
2015,COL,RWA,REF,,*
2015,COL,SAL,REF,7,7
2015,COL,SLE,REF,*,*
2015,COL,SOM,REF,11,11
2015,COL,SRB,REF,7,7
2015,COL,STA,REF,*,*
2015,COL,SUD,REF,*,*
2015,COL,SYR,REF,*,7
2015,COL,TUR,REF,*,*
2015,COL,VEN,REF,27,39
2015,COS,AFG,REF,*,*
2015,COS,ANG,REF,*,0
2015,COS,ARE,REF,,0
2015,COS,ARG,REF,*,0
2015,COS,ARM,REF,*,*
2015,COS,BLR,REF,8,*
2015,COS,BOL,REF,8,*
2015,COS,BUL,REF,13,*
2015,COS,CHI,REF,*,0
2015,COS,CMR,REF,*,0
2015,COS,COD,REF,*,0
2015,COS,COL,REF,10367,2247
2015,COS,COL,REF-like,6256,0
2015,COS,CUB,REF,858,372
2015,COS,CYP,REF,*,0
2015,COS,DOM,REF,6,0
2015,COS,ERT,REF,*,*
2015,COS,ETH,REF,*,*
2015,COS,GEO,REF,15,*
2015,COS,GFR,REF,*,*
2015,COS,GHA,REF,*,0
2015,COS,GUA,REF,49,22
2015,COS,HAI,REF,38,12
2015,COS,HON,REF,73,58
2015,COS,HUN,REF,*,0
2015,COS,ICO,REF,*,0
2015,COS,IND,REF,7,*
2015,COS,IRN,REF,6,*
2015,COS,ISR,REF,16,0
2015,COS,ITA,REF,,0
2015,COS,LBR,REF,*,0
2015,COS,MDA,REF,*,0
2015,COS,MEX,REF,8,*
2015,COS,NIC,REF,605,452
2015,COS,NIG,REF,28,20
2015,COS,PAK,REF,,0
2015,COS,PAN,REF,18,*
2015,COS,PER,REF,228,15
2015,COS,ROM,REF,5,*
2015,COS,RSA,REF,*,0
2015,COS,RUS,REF,21,19
2015,COS,SAL,REF,222,203
2015,COS,SLE,REF,*,*
2015,COS,SOM,REF,15,7
2015,COS,SUD,REF,*,*
2015,COS,SYR,REF,5,8
2015,COS,UGA,REF,*,0
2015,COS,UKR,REF,21,12
2015,COS,USA,REF,*,0
2015,COS,UZB,REF,7,*
2015,COS,VAR,REF-like,1564,0
2015,COS,VAR,REF,,0
2015,COS,VEN,REF,234,141
2015,CUB,AFG,REF,5,14
2015,CUB,COL,REF,,0
2015,CUB,DJB,REF,0,0
2015,CUB,ERT,REF,,16
2015,CUB,ETH,REF,*,5
2015,CUB,GAZ,REF,*,*
2015,CUB,HAI,REF,*,*
2015,CUB,IRN,REF,*,27
2015,CUB,IRQ,REF,,*
2015,CUB,KAZ,REF,,0
2015,CUB,SOM,REF,0,*
2015,CUB,SYR,REF,20,41
2015,CUB,WSH,REF,246,181
2015,CUB,YEM,REF,*,11
2015,CUW,COL,REF,27,34
2015,CUW,CUB,REF,*,5
2015,CUW,JAM,REF,7,7
2015,CUW,LEB,REF,,*
2015,CUW,SYR,REF,*,*
2015,CYP,AFG,REF,7,7
2015,CYP,ALG,REF,*,8
2015,CYP,ARE,REF,77,84
2015,CYP,ARM,REF,23,26
2015,CYP,BGD,REF,*,*
2015,CYP,BKF,REF,*,*
2015,CYP,BSN,REF,15,15
2015,CYP,CAR,REF,*,*
2015,CYP,CHI,REF,*,*
2015,CYP,CMR,REF,11,19
2015,CYP,COD,REF,13,17
2015,CYP,COI,REF,*,*
2015,CYP,CUB,REF,*,*
2015,CYP,ERT,REF,5,5
2015,CYP,ETH,REF,*,*
2015,CYP,GAZ,REF,1739,1786
2015,CYP,GEO,REF,85,85
2015,CYP,GHA,REF,*,*
2015,CYP,GUI,REF,*,*
2015,CYP,HRV,REF,*,*
2015,CYP,IND,REF,*,7
2015,CYP,INS,REF,*,*
2015,CYP,IRN,REF,470,502
2015,CYP,IRQ,REF,682,760
2015,CYP,JOR,REF,16,29
2015,CYP,KAZ,REF,*,*
2015,CYP,KGZ,REF,*,*
2015,CYP,LBR,REF,*,*
2015,CYP,LBY,REF,*,*
2015,CYP,LEB,REF,36,39
2015,CYP,LKA,REF,23,25
2015,CYP,MCD,REF,*,*
2015,CYP,MDA,REF,18,18
2015,CYP,MLI,REF,*,*
2015,CYP,MOR,REF,*,*
2015,CYP,NEP,REF,*,*
2015,CYP,NIG,REF,8,8
2015,CYP,PAK,REF,17,17
2015,CYP,PHI,REF,8,8
2015,CYP,RUS,REF,60,64
2015,CYP,RWA,REF,*,*
2015,CYP,SLE,REF,20,22
2015,CYP,SOM,REF,33,39
2015,CYP,SRB,REF,59,59
2015,CYP,SRV,REF,*,*
2015,CYP,STA,REF,*,56
2015,CYP,SUD,REF,6,8
2015,CYP,SYR,REF,1451,3110
2015,CYP,TJK,REF,*,*
2015,CYP,TUR,REF,164,170
2015,CYP,UKR,REF,29,29
2015,CYP,UZB,REF,*,*
2015,CYP,YEM,REF,*,*
2015,CZE,AFG,REF,228,234
2015,CZE,ALB,REF,11,6
2015,CZE,ALG,REF,*,*
2015,CZE,ANG,REF,18,19
2015,CZE,ARE,REF,*,*
2015,CZE,ARM,REF,67,69
2015,CZE,AZE,REF,27,31
2015,CZE,BDI,REF,*,*
2015,CZE,BGD,REF,*,*
2015,CZE,BKF,REF,*,*
2015,CZE,BLR,REF,375,364
2015,CZE,BSN,REF,9,13
2015,CZE,BUL,REF,15,16
2015,CZE,CAM,REF,0,0
2015,CZE,CHD,REF,*,*
2015,CZE,CHI,REF,14,13
2015,CZE,CMR,REF,6,6
2015,CZE,COB,REF,*,*
2015,CZE,COD,REF,26,21
2015,CZE,CUB,REF,165,228
2015,CZE,DJB,REF,*,*
2015,CZE,ECU,REF,*,*
2015,CZE,ERT,REF,11,17
2015,CZE,ETH,REF,9,10
2015,CZE,GAM,REF,*,*
2015,CZE,GAZ,REF,*,*
2015,CZE,GEO,REF,38,34
2015,CZE,GHA,REF,11,11
2015,CZE,GUI,REF,6,7
2015,CZE,HRV,REF,*,*
2015,CZE,ICO,REF,*,*
2015,CZE,IND,REF,*,*
2015,CZE,IRN,REF,25,26
2015,CZE,IRQ,REF,163,199
2015,CZE,ISR,REF,*,*
2015,CZE,JOR,REF,*,0
2015,CZE,KAZ,REF,198,234
2015,CZE,KGZ,REF,25,21
2015,CZE,LBR,REF,*,*
2015,CZE,LBY,REF,7,9
2015,CZE,LEB,REF,,*
2015,CZE,LKA,REF,13,14
2015,CZE,MCD,REF,0,
2015,CZE,MDA,REF,18,25
2015,CZE,MLI,REF,*,0
2015,CZE,MNG,REF,*,*
2015,CZE,MOR,REF,*,*
2015,CZE,MYA,REF,159,160
2015,CZE,NEP,REF,*,*
2015,CZE,NIG,REF,10,13
2015,CZE,PAK,REF,20,20
2015,CZE,ROM,REF,43,81
2015,CZE,RSA,REF,*,*
2015,CZE,RUS,REF,333,319
2015,CZE,RWA,REF,*,*
2015,CZE,SAU,REF,*,*
2015,CZE,SEN,REF,*,*
2015,CZE,SLE,REF,5,5
2015,CZE,SOM,REF,22,22
2015,CZE,SRB,REF,52,9
2015,CZE,SRV,REF,68,70
2015,CZE,STA,REF,167,201
2015,CZE,SUD,REF,19,17
2015,CZE,SYR,REF,236,365
2015,CZE,TJK,REF,*,*
2015,CZE,TKM,REF,5,5
2015,CZE,TOG,REF,*,6
2015,CZE,TUN,REF,*,*
2015,CZE,TUR,REF,6,8
2015,CZE,UGA,REF,*,*
2015,CZE,UKR,REF,292,444
2015,CZE,UZB,REF,93,99
2015,CZE,VAR,REF,64,109
2015,CZE,VEN,REF,*,*
2015,DEN,AFG,REF,2130,2166
2015,DEN,ALB,REF,20,20
2015,DEN,ALG,REF,9,9
2015,DEN,ANG,REF,*,*
2015,DEN,ARE,REF,0,6
2015,DEN,ARM,REF,74,73
2015,DEN,AZE,REF,76,59
2015,DEN,BDI,REF,16,6
2015,DEN,BEN,REF,*,*
2015,DEN,BGD,REF,14,16
2015,DEN,BHU,REF,*,*
2015,DEN,BKF,REF,*,*
2015,DEN,BLR,REF,*,6
2015,DEN,BSN,REF,53,
2015,DEN,CAM,REF,*,*
2015,DEN,CAR,REF,0,
2015,DEN,CHD,REF,*,*
2015,DEN,CHI,REF,25,21
2015,DEN,CMR,REF,5,6
2015,DEN,COB,REF,*,*
2015,DEN,COD,REF,91,90
2015,DEN,COL,REF,0,
2015,DEN,DJB,REF,*,*
2015,DEN,ECU,REF,0,
2015,DEN,ERT,REF,319,3213
2015,DEN,ETH,REF,32,65
2015,DEN,GAM,REF,*,*
2015,DEN,GAZ,REF,125,95
2015,DEN,GEO,REF,11,*
2015,DEN,GHA,REF,*,*
2015,DEN,GNB,REF,*,*
2015,DEN,GUA,REF,*,
2015,DEN,GUI,REF,*,*
2015,DEN,ICO,REF,12,12
2015,DEN,IND,REF,13,13
2015,DEN,INS,REF,*,
2015,DEN,IRN,REF,1912,2009
2015,DEN,IRQ,REF,967,938
2015,DEN,JOR,REF,6,*
2015,DEN,KAZ,REF,*,*
2015,DEN,KEN,REF,6,6
2015,DEN,KGZ,REF,5,5
2015,DEN,KOR,REF,*,
2015,DEN,KRN,REF,10,*
2015,DEN,KUW,REF,*,*
2015,DEN,LBY,REF,16,15
2015,DEN,LEB,REF,25,24
2015,DEN,LKA,REF,81,81
2015,DEN,MAU,REF,*,*
2015,DEN,MCD,REF,8,*
2015,DEN,MLI,REF,*,*
2015,DEN,MNG,REF,*,*
2015,DEN,MOR,REF,8,8
2015,DEN,MYA,REF,58,54
2015,DEN,NEP,REF,7,7
2015,DEN,NIG,REF,14,14
2015,DEN,PAK,REF,51,60
2015,DEN,PER,REF,*,*
2015,DEN,PHI,REF,0,
2015,DEN,ROM,REF,*,
2015,DEN,RUS,REF,1051,1026
2015,DEN,RWA,REF,21,17
2015,DEN,SAU,REF,*,*
